crop,landuse,osm_id,area_ha,width_core_pass,site_id,transmission_110kv_plus_m,transmission_110kv_plus_rank,subtransmission_33_66kv_m,subtransmission_33_66kv_rank,distribution_22kv_m,distribution_22kv_rank,road_m,road_rank,transmission_110kv_plus_road_rank_shift,subtransmission_33_66kv_road_rank_shift,distribution_22kv_road_rank_shift,subtransmission_33_66kv_transmission_110kv_plus_rank_shift,S06_verify_grid
,meadow,1096292403,34.6,True,OSM-1096292403,2283.7,675,1909.6,1263,3.7,933,2.3,63,612,1200,870,588,False
,meadow,1096292405,189.5,True,OSM-1096292405,3071.3,866,1553.9,1117,3.8,943,8.9,802,64,315,141,251,False
,meadow,1096292408,76.8,True,OSM-1096292408,3326.7,917,3153.6,1627,0.0,1,6.8,367,550,1260,366,710,False
,meadow,1096292409,67.7,True,OSM-1096292409,4545.8,1125,1573.2,1128,0.0,1,7.4,459,666,669,458,3,False
,meadow,1096319152,95.1,True,OSM-1096319152,4496.0,1116,20.7,432,0.0,1,6.6,339,777,93,338,684,False
,meadow,1096319154,49.4,True,OSM-1096319154,5567.2,1305,22.3,448,204.0,1854,11.3,1447,142,999,407,857,False
,meadow,1096319160,25.8,True,OSM-1096319160,5236.7,1248,1057.7,913,157.1,1812,10.8,1345,97,432,467,335,False
,meadow,1096319161,23.6,True,OSM-1096319161,5686.9,1321,1107.7,934,500.5,2086,466.6,2129,808,1195,43,387,False
,meadow,1096319162,52.7,True,OSM-1096319162,5350.7,1265,578.2,675,17.1,1290,9.3,926,339,251,364,590,False
,meadow,1096319163,41.0,True,OSM-1096319163,6377.6,1427,582.6,677,669.4,2184,574.7,2194,767,1517,10,750,False
,meadow,1096319164,49.7,True,OSM-1096319164,6300.8,1417,29.2,463,325.8,1959,21.3,1835,418,1372,124,954,False
,meadow,1096319165,26.3,True,OSM-1096319165,5827.8,1343,22.6,451,391.7,2007,14.1,1728,385,1277,279,892,False
,meadow,1096319166,24.2,True,OSM-1096319166,5375.7,1272,18.2,377,17.1,1290,9.3,926,346,549,364,895,False
,meadow,1096319169,38.1,True,OSM-1096319169,4741.0,1158,1.6,131,2.4,809,8.9,802,356,671,7,1027,False
,meadow,1096319170,114.0,True,OSM-1096319170,4033.9,1050,3.2,196,2.0,740,6.6,339,711,143,401,854,False
,meadow,1096319171,44.2,True,OSM-1096319171,3403.9,937,2.3,158,1009.6,2284,8.6,716,221,558,1568,779,False
,meadow,1096319175,121.7,True,OSM-1096319175,3873.6,1024,17.4,358,3.1,883,11.3,1447,423,1089,564,666,False
,meadow,1096319176,47.6,True,OSM-1096319176,3239.4,905,18.0,370,59.2,1654,13.1,1662,757,1292,8,535,False
,meadow,1096319177,28.4,True,OSM-1096319177,2521.1,742,4.8,243,106.0,1737,8.9,802,60,559,935,499,False
,meadow,1096319178,30.0,True,OSM-1096319178,2583.5,753,7.4,277,1.2,630,7.5,475,278,198,155,476,False
,meadow,1096319182,47.8,True,OSM-1096319182,4775.9,1163,794.6,795,0.5,545,9.1,863,300,68,318,368,False
,meadow,1096319183,55.1,True,OSM-1096319183,4863.8,1178,1388.4,1052,590.4,2144,7.0,395,783,657,1749,126,False
,meadow,1096319184,38.4,True,OSM-1096319184,4313.3,1089,807.0,801,379.7,1997,8.2,634,455,167,1363,288,False
,meadow,1096319950,40.1,True,OSM-1096319950,3416.6,938,1127.1,938,447.6,2055,15.0,1762,824,824,293,0,False
,meadow,1096319951,20.6,True,OSM-1096319951,4349.7,1096,1465.9,1084,996.1,2279,11.7,1519,423,435,760,12,False
,meadow,1096319954,41.1,True,OSM-1096319954,4450.1,1106,1922.2,1267,791.7,2232,11.7,1519,413,252,713,161,False
,meadow,1096319955,50.7,True,OSM-1096319955,4798.4,1168,2271.8,1376,606.7,2155,11.1,1407,239,31,748,208,False
,meadow,1096319956,30.7,True,OSM-1096319956,5411.7,1275,2580.0,1475,3.5,918,11.1,1407,132,68,489,200,False
,meadow,1096319957,20.0,True,OSM-1096319957,5485.4,1289,2865.5,1544,3.3,896,11.6,1505,216,39,609,255,False
,meadow,1096319958,30.1,True,OSM-1096319958,5013.8,1202,2946.0,1571,2.1,754,11.1,1407,205,164,653,369,False
,meadow,1096319959,23.7,True,OSM-1096319959,4640.9,1138,3084.9,1603,2.3,789,11.1,1407,269,196,618,465,False
,meadow,1096319960,24.1,True,OSM-1096319960,4264.8,1081,3161.7,1628,1.3,635,9.8,1071,10,557,436,547,False
,meadow,1096319961,74.8,True,OSM-1096319961,3130.1,877,3091.1,1605,0.7,573,9.3,926,49,679,353,728,False
,meadow,1096319966,20.2,True,OSM-1096319966,4245.3,1079,3730.0,1774,17.5,1320,9.1,863,216,911,457,695,False
,meadow,1096319967,37.9,True,OSM-1096319967,4511.4,1118,3739.3,1775,17.6,1329,8.4,680,438,1095,649,657,False
,meadow,1096319968,27.6,True,OSM-1096319968,4998.4,1199,3689.0,1763,16.6,1264,7.7,517,682,1246,747,564,False
,meadow,1096320865,29.7,True,OSM-1096320865,5293.9,1253,3585.1,1737,17.2,1302,8.2,634,619,1103,668,484,False
,meadow,1096320866,71.4,True,OSM-1096320866,5567.9,1306,3487.1,1716,17.3,1309,8.2,634,672,1082,675,410,False
,meadow,1096320867,28.8,True,OSM-1096320867,6142.9,1399,3370.8,1684,19.7,1451,11.0,1387,12,297,64,285,False
,meadow,1096320868,43.7,True,OSM-1096320868,6468.3,1435,3860.2,1799,207.5,1858,13.4,1687,252,112,171,364,False
,meadow,1096320869,85.0,True,OSM-1096320869,6361.6,1424,3068.3,1600,2.2,771,10.0,1124,300,476,353,176,False
,meadow,1096320871,44.0,True,OSM-1096320871,9392.3,1713,2550.0,1460,18.1,1356,11.7,1519,194,59,163,253,False
,meadow,1096735846,72.1,True,OSM-1096735846,5472.3,1283,5.0,249,6.1,1053,9.7,1039,244,790,14,1034,False
,meadow,1096735847,83.2,True,OSM-1096735847,5618.0,1314,884.3,847,156.8,1811,9.0,835,479,12,976,467,False
,meadow,1096735848,22.2,True,OSM-1096735848,5867.4,1354,650.3,723,108.2,1741,289.0,2037,683,1314,296,631,False
,meadow,1096735856,21.0,True,OSM-1096735856,6665.7,1454,6.9,273,524.7,2103,15.1,1765,311,1492,338,1181,False
,meadow,1096735857,58.9,True,OSM-1096735857,7046.2,1486,2.6,172,3.4,908,11.6,1505,19,1333,597,1314,False
,meadow,1096735858,58.1,True,OSM-1096735858,8004.1,1580,3.8,214,4.0,956,11.3,1447,133,1233,491,1366,False
,meadow,1096735859,36.3,True,OSM-1096735859,7359.9,1514,634.0,715,635.3,2169,643.1,2230,716,1515,61,799,False
,meadow,1096735860,48.7,True,OSM-1096735860,7154.9,1496,654.3,729,714.5,2205,662.3,2248,752,1519,43,767,False
,meadow,1096735861,28.9,True,OSM-1096735861,7763.8,1555,1081.4,925,793.2,2233,800.9,2286,731,1361,53,630,False
,meadow,1096735862,31.7,True,OSM-1096735862,8310.6,1607,900.3,856,204.7,1856,212.3,1984,377,1128,128,751,False
,meadow,1096735865,120.1,True,OSM-1096735865,8218.1,1600,1349.8,1042,2.0,740,10.7,1319,281,277,579,558,False
,meadow,1096735866,54.6,True,OSM-1096735866,9317.3,1704,2039.3,1305,4.5,987,10.5,1273,431,32,286,399,False
,meadow,1096735867,24.7,True,OSM-1096735867,10337.5,1793,2055.4,1310,4.7,998,12.4,1601,192,291,603,483,False
,meadow,1096735868,102.9,True,OSM-1096735868,10648.2,1825,1549.5,1113,3.6,924,11.2,1428,397,315,504,712,False
,meadow,1096735869,24.9,True,OSM-1096735869,10171.6,1778,1537.2,1107,506.7,2092,514.5,2152,374,1045,60,671,False
,meadow,1096735870,51.0,True,OSM-1096735870,9229.3,1694,1520.7,1101,21.8,1526,13.7,1708,14,607,182,593,False
,meadow,1096735871,64.2,True,OSM-1096735871,9118.1,1685,820.6,810,19.6,1440,12.1,1565,120,755,125,875,False
,meadow,1096735872,61.2,True,OSM-1096735872,8992.1,1674,0.0,1,0.0,1,9.2,886,788,885,885,1673,False
,meadow,1096735873,82.3,True,OSM-1096735873,8830.4,1658,17.5,360,4.2,969,10.3,1215,443,855,246,1298,False
,meadow,1096735875,24.3,True,OSM-1096735875,9818.5,1747,403.0,592,971.7,2277,390.7,2091,344,1499,186,1155,False
,meadow,1096735879,20.3,True,OSM-1096735879,11205.9,1883,332.5,563,919.4,2267,320.0,2051,168,1488,216,1320,False
,meadow,1096735882,24.9,True,OSM-1096735882,12322.3,1972,17.2,353,0.4,532,8.3,663,1309,310,131,1619,False
,meadow,1096807978,42.8,True,OSM-1096807978,6072.1,1390,1130.5,940,886.2,2259,864.4,2296,906,1356,37,450,False
,meadow,1096807979,40.7,True,OSM-1096807979,6011.4,1381,640.1,718,641.9,2173,629.1,2219,838,1501,46,663,False
,meadow,1096807980,33.1,True,OSM-1096807980,6696.8,1456,649.5,722,735.1,2210,638.6,2228,772,1506,18,734,False
,meadow,1096807981,82.1,True,OSM-1096807981,5964.5,1369,21.8,446,22.0,1534,10.6,1303,66,857,231,923,False
,meadow,1096807982,38.9,True,OSM-1096807982,7305.8,1509,18.9,400,112.2,1747,7.7,517,992,117,1230,1109,False
,meadow,1096807984,34.5,True,OSM-1096807984,7943.7,1573,20.4,427,21.7,1520,5.6,232,1341,195,1288,1146,False
,meadow,1096807986,36.1,True,OSM-1096807986,8009.2,1582,680.2,740,0.0,1,11.1,1407,175,667,1406,842,False
,meadow,1096807987,34.4,True,OSM-1096807987,8082.9,1586,1302.4,1019,18.8,1404,12.2,1580,6,561,176,567,False
,meadow,1096807988,35.2,True,OSM-1096807988,7427.8,1522,1259.3,1005,567.7,2133,646.2,2234,712,1229,101,517,False
,meadow,1096807989,20.0,True,OSM-1096807989,7396.5,1517,983.1,885,251.2,1893,665.6,2249,732,1364,356,632,False
,meadow,1096807994,21.2,True,OSM-1096807994,6775.4,1461,1176.3,969,1081.3,2297,1168.5,2322,861,1353,25,492,False
,meadow,1096807996,51.5,True,OSM-1096807996,7977.6,1576,603.6,688,16.1,1244,8.8,769,807,81,475,888,False
,meadow,1096807997,50.4,True,OSM-1096807997,7130.8,1494,614.6,700,599.0,2152,605.4,2208,714,1508,56,794,False
,meadow,1096807998,96.2,True,OSM-1096807998,7220.3,1500,28.4,461,12.8,1174,11.1,1407,93,946,233,1039,False
,meadow,1096808000,58.9,True,OSM-1096808000,9707.3,1739,2.5,166,712.1,2204,14.6,1752,13,1586,452,1573,False
,meadow,1096808001,74.3,True,OSM-1096808001,10389.8,1802,18.0,370,1002.8,2280,29.4,1865,63,1495,415,1432,False
,meadow,1096808002,55.0,True,OSM-1096808002,9942.9,1759,836.5,822,877.2,2255,847.9,2293,534,1471,38,937,False
,meadow,1096808003,70.5,True,OSM-1096808003,10888.6,1850,133.7,504,1003.3,2281,146.2,1939,89,1435,342,1346,False
,meadow,1096808004,51.4,True,OSM-1096808004,11374.6,1900,213.8,524,797.3,2235,226.3,1994,94,1470,241,1376,False
,meadow,1096808006,86.1,True,OSM-1096808006,11932.9,1940,0.0,1,0.0,1,8.0,584,1356,583,583,1939,False
,meadow,1096845077,29.3,True,OSM-1096845077,20588.8,2233,1278.8,1011,1140.9,2304,341.6,2062,171,1051,242,1222,False
,meadow,1096845078,28.7,True,OSM-1096845078,20896.6,2236,1278.8,1011,847.5,2250,134.0,1931,305,920,319,1225,False
,meadow,1096845079,48.3,True,OSM-1096845079,21288.8,2239,1393.1,1054,59.6,1656,9.1,863,1376,191,793,1185,False
,meadow,1096845082,39.9,True,OSM-1096845082,22596.7,2271,2825.7,1537,0.4,532,9.6,1011,1260,526,479,734,False
,meadow,1096845087,20.0,True,OSM-1096845087,21335.9,2242,1051.1,911,254.4,1896,11.4,1469,773,558,427,1331,False
,meadow,1096846303,46.5,True,OSM-1096846303,18810.8,2210,367.6,572,3.3,896,11.4,1469,741,897,573,1638,False
,meadow,1096846304,24.0,True,OSM-1096846304,18921.8,2212,132.2,503,3.2,889,11.4,1469,743,966,580,1709,False
,meadow,1096846308,22.8,True,OSM-1096846308,19129.8,2217,20.3,425,10.5,1142,12.0,1553,664,1128,411,1792,False
,meadow,1096846309,36.9,True,OSM-1096846309,19444.5,2220,414.0,599,3.3,896,406.0,2095,125,1496,1199,1621,False
,meadow,1096846312,23.6,True,OSM-1096846312,20246.8,2230,1229.9,992,0.0,1,4.0,129,2101,863,128,1238,False
,meadow,1096846316,48.8,True,OSM-1096846316,20353.5,2231,1424.6,1067,450.5,2057,386.0,2087,144,1020,30,1164,False
,meadow,1096846321,20.8,True,OSM-1096846321,21499.2,2245,2596.1,1480,702.3,2198,686.5,2257,12,777,59,765,False
,meadow,1096846323,25.1,True,OSM-1096846323,20787.1,2234,1979.9,1284,772.5,2227,611.9,2211,23,927,16,950,False
,meadow,1096932490,41.5,True,OSM-1096932490,6118.7,1396,4.5,235,527.8,2107,12.4,1601,205,1366,506,1161,False
,meadow,1096932491,66.3,True,OSM-1096932491,5681.8,1320,4.9,246,7.7,1093,11.6,1505,185,1259,412,1074,False
,meadow,1096932492,35.2,True,OSM-1096932492,5090.5,1217,611.5,696,506.3,2091,602.9,2207,990,1511,116,521,False
,meadow,1096932503,35.4,True,OSM-1096932503,5157.8,1229,888.0,851,528.7,2108,519.5,2156,927,1305,48,378,False
,meadow,1096932509,56.9,True,OSM-1096932509,5051.2,1208,16.4,331,135.8,1784,5.0,189,1019,142,1595,877,False
,meadow,1096932510,32.3,True,OSM-1096932510,4480.9,1113,16.4,331,1089.1,2299,5.8,251,862,80,2048,782,False
,meadow,1096932511,29.0,True,OSM-1096932511,4542.2,1123,611.8,697,1032.2,2290,601.2,2204,1081,1507,86,426,False
,meadow,1096932512,148.6,True,OSM-1096932512,3628.0,983,17.1,349,73.8,1683,8.1,608,375,259,1075,634,False
,meadow,1096932517,89.5,True,OSM-1096932517,2398.6,698,879.6,844,85.4,1696,171.6,1955,1257,1111,259,146,False
,meadow,1096934553,31.3,True,OSM-1096934553,5980.5,1374,5.3,254,0.0,1,8.0,584,790,330,583,1120,False
,meadow,1096934557,22.2,True,OSM-1096934557,5468.5,1282,1146.6,951,18.9,1408,9.5,985,297,34,423,331,False
,meadow,1096934558,46.7,True,OSM-1096934558,4896.4,1186,1220.2,988,21.5,1513,11.6,1505,319,517,8,198,False
,meadow,1096934562,41.9,True,OSM-1096934562,3045.8,859,1539.7,1108,0.0,1,9.0,835,24,273,834,249,False
,meadow,1096970654,302.0,True,OSM-1096970654,0.0,1,5916.2,2103,3.4,908,5.8,251,250,1852,657,2102,True
,meadow,1096970656,30.7,True,OSM-1096970656,379.5,249,7579.3,2229,5.4,1035,9.0,835,586,1394,200,1980,True
,meadow,1096970660,156.8,True,OSM-1096970660,782.0,336,7868.2,2241,0.0,1,6.1,279,57,1962,278,1905,True
,meadow,1096970662,21.1,True,OSM-1096970662,1140.5,421,7487.1,2224,216.7,1867,225.9,1992,1571,232,125,1803,True
,meadow,1096970663,75.6,True,OSM-1096970663,1641.3,541,7426.1,2223,46.4,1632,716.2,2265,1724,42,633,1682,True
,meadow,1096970664,38.5,True,OSM-1096970664,980.2,384,6868.6,2185,2.3,789,11.7,1519,1135,666,730,1801,True
,meadow,1096970665,39.7,True,OSM-1096970665,1027.3,392,6364.9,2147,0.0,1,10.3,1215,823,932,1214,1755,True
,meadow,1096970666,36.5,True,OSM-1096970666,1722.8,554,6859.3,2184,5.2,1029,30.0,1866,1312,318,837,1630,True
,meadow,1096970667,33.5,True,OSM-1096970667,1532.4,514,7164.8,2206,0.0,1,28.2,1862,1348,344,1861,1692,True
,meadow,1096970668,57.9,True,OSM-1096970668,1142.4,423,7850.4,2240,498.9,2085,526.4,2163,1740,77,78,1817,True
,meadow,1096970669,26.8,True,OSM-1096970669,965.5,378,7496.5,2225,22.2,1542,25.7,1855,1477,370,313,1847,True
,meadow,1096970670,161.4,True,OSM-1096970670,1168.0,429,5027.9,1986,1.5,663,10.7,1319,890,667,656,1557,True
,meadow,1096970671,42.8,True,OSM-1096970671,1394.9,484,5755.2,2083,5.8,1045,153.7,1945,1461,138,900,1599,True
,meadow,1097256241,34.4,True,OSM-1097256241,1927.6,604,8492.9,2265,853.9,2253,6.1,279,325,1986,1974,1661,True
,meadow,1097256242,26.2,True,OSM-1097256242,1628.7,536,8684.4,2274,779.6,2228,10.9,1370,834,904,858,1738,True
,meadow,1097256244,33.8,True,OSM-1097256244,1164.5,428,8979.0,2288,77.5,1688,10.4,1241,813,1047,447,1860,True
,meadow,1097256246,41.2,True,OSM-1097256246,1433.2,493,8482.5,2264,739.9,2214,350.0,2066,1573,198,148,1771,True
,farmland,1097256250,23.7,True,OSM-1097256250,1366.0,475,8681.4,2273,472.6,2070,180.8,1962,1487,311,108,1798,True
,farmland,1097256252,21.3,True,OSM-1097256252,299.8,235,9288.4,2298,0.0,1,6.7,355,120,1943,354,2063,True
,meadow,1097256253,114.9,True,OSM-1097256253,0.0,1,9109.5,2292,4.5,987,9.3,926,925,1366,61,2291,True
,meadow,1097256254,20.7,True,OSM-1097256254,72.5,175,8765.5,2275,456.8,2059,10.2,1180,1005,1095,879,2100,True
,meadow,1097256255,79.2,True,OSM-1097256255,0.0,1,8409.2,2259,0.0,1,3.8,119,118,2140,118,2258,True
,meadow,1097256257,154.7,True,OSM-1097256257,1075.5,403,8842.4,2281,0.0,1,8.1,608,205,1673,607,1878,True
,meadow,1097256258,24.5,True,OSM-1097256258,2265.0,667,8786.4,2278,7.8,1097,8.0,584,83,1694,513,1611,True
,meadow,1097256259,66.3,True,OSM-1097256259,2744.2,787,8770.2,2277,16.0,1240,8.0,584,203,1693,656,1490,True
,meadow,1097459651,21.9,True,OSM-1097459651,5585.4,1309,1042.6,907,17.4,1314,10.5,1273,36,366,41,402,False
,meadow,1097459653,20.4,True,OSM-1097459653,5482.8,1287,1789.8,1206,394.6,2009,10.9,1370,83,164,639,81,False
,meadow,1097459655,231.3,True,OSM-1097459655,3857.5,1021,2114.6,1330,4.8,1008,12.1,1565,544,235,557,309,False
,meadow,1097459656,39.5,True,OSM-1097459656,4338.5,1095,1610.3,1147,420.7,2039,822.4,2289,1194,1142,250,52,False
,meadow,1097459657,62.8,True,OSM-1097459657,4495.1,1115,896.7,855,44.4,1628,643.8,2231,1116,1376,603,260,False
,meadow,1097459658,107.3,True,OSM-1097459658,3390.4,933,1332.7,1038,596.7,2148,758.0,2278,1345,1240,130,105,False
,meadow,1097459659,42.9,True,OSM-1097459659,3060.8,862,1194.3,976,682.3,2187,1201.2,2329,1467,1353,142,114,False
,meadow,1097459660,70.5,True,OSM-1097459660,2722.9,783,1459.3,1080,600.1,2154,771.3,2281,1498,1201,127,297,False
,meadow,1097459661,67.3,True,OSM-1097459661,2563.8,749,1350.8,1043,96.0,1716,244.1,2009,1260,966,293,294,False
,meadow,1097459662,108.0,True,OSM-1097459662,1901.4,596,670.8,736,2.7,839,11.1,1407,811,671,568,140,False
,meadow,1097459663,41.0,True,OSM-1097459663,1770.9,570,466.8,618,537.7,2114,459.0,2127,1557,1509,13,48,False
,meadow,1097460627,55.6,True,OSM-1097460627,2040.4,625,670.2,735,633.5,2167,661.6,2247,1622,1512,80,110,False
,meadow,1097460639,21.1,True,OSM-1097460639,2400.8,699,646.9,721,18.1,1356,653.8,2240,1541,1519,884,22,False
,meadow,1097460644,23.3,True,OSM-1097460644,1749.6,564,340.0,566,686.7,2191,332.0,2060,1496,1494,131,2,False
,meadow,1097460645,25.8,True,OSM-1097460645,1416.1,489,12.9,295,781.0,2229,4.5,155,334,140,2074,194,False
,meadow,1097460646,26.6,True,OSM-1097460646,2158.3,645,130.6,502,78.3,1689,137.9,1935,1290,1433,246,143,False
,meadow,1097460647,24.6,True,OSM-1097460647,2871.7,819,722.2,762,110.3,1744,729.1,2270,1451,1508,526,57,False
,meadow,1097487108,46.8,True,OSM-1097487108,0.0,1,5631.6,2069,535.7,2113,908.7,2305,2304,236,192,2068,True
,meadow,1097487110,76.4,True,OSM-1097487110,105.1,181,5849.5,2097,17.1,1290,8.1,608,427,1489,682,1916,True
,meadow,1097498857,43.4,True,OSM-1097498857,3919.9,1031,694.5,747,1022.3,2288,703.2,2264,1233,1517,24,284,False
,meadow,1097498859,39.5,True,OSM-1097498859,4129.8,1063,3.2,196,1034.6,2291,13.1,1662,599,1466,629,867,False
,meadow,1097498861,30.4,True,OSM-1097498861,3498.5,960,4.9,246,627.3,2162,10.9,1370,410,1124,792,714,False
,meadow,1097498863,43.9,True,OSM-1097498863,3253.9,907,542.8,649,565.2,2132,549.3,2176,1269,1527,44,258,False
,meadow,1097498864,44.0,True,OSM-1097498864,2830.9,810,2.3,158,0.0,1,9.2,886,76,728,885,652,False
,meadow,1097498875,85.7,True,OSM-1097498875,2810.2,805,11.0,290,0.0,1,4.1,137,668,153,136,515,False
,meadow,1097498878,66.1,True,OSM-1097498878,2050.4,627,16.1,325,0.6,566,8.5,693,66,368,127,302,False
,meadow,1097498884,20.8,True,OSM-1097498884,1715.1,553,879.5,843,61.3,1660,55.0,1886,1333,1043,226,290,False
,meadow,1097498888,21.2,True,OSM-1097498888,1586.5,527,16.1,325,12.1,1168,8.5,693,166,368,475,202,False
,meadow,1097498889,26.0,True,OSM-1097498889,1833.2,580,7.9,280,330.8,1965,15.7,1783,1203,1503,182,300,False
,meadow,1097498891,23.9,True,OSM-1097498891,1507.5,510,17.0,347,37.0,1609,11.8,1537,1027,1190,72,163,False
,meadow,1097500434,81.8,True,OSM-1097500434,5796.4,1339,3740.0,1776,96.1,1717,5.9,261,1078,1515,1456,437,False
,meadow,1097500436,22.0,True,OSM-1097500436,6043.8,1389,3974.1,1824,1.4,646,7.5,475,914,1349,171,435,False
,meadow,1097523726,143.6,True,OSM-1097523726,2713.7,780,806.0,800,18.3,1371,9.2,886,106,86,485,20,False
,meadow,1097523727,107.8,True,OSM-1097523727,3634.3,984,4.6,236,13.8,1189,11.5,1488,504,1252,299,748,False
,meadow,1097523728,84.3,True,OSM-1097523728,2164.1,649,3.4,202,4.3,974,13.3,1674,1025,1472,700,447,False
,meadow,1097523729,52.8,True,OSM-1097523729,2936.4,838,3.1,190,0.0,1,13.9,1721,883,1531,1720,648,False
,meadow,1097523730,48.5,True,OSM-1097523730,1355.4,473,1.8,135,19.7,1451,10.8,1345,872,1210,106,338,False
,meadow,1097523731,47.9,True,OSM-1097523731,1255.5,444,19.6,417,197.3,1845,9.4,962,518,545,883,27,False
,meadow,1097523732,58.5,True,OSM-1097523732,906.7,364,18.7,394,17.5,1320,7.6,494,130,100,826,30,False
,meadow,1097523733,25.1,True,OSM-1097523733,847.1,356,830.4,819,19.2,1420,10.0,1124,768,305,296,463,False
,meadow,1097523734,21.0,True,OSM-1097523734,1711.0,551,22.8,453,414.5,2030,12.8,1647,1096,1194,383,98,False
,meadow,1097523735,21.6,True,OSM-1097523735,1341.5,469,622.8,704,425.3,2043,424.2,2111,1642,1407,68,235,False
,meadow,1097523740,34.1,True,OSM-1097523740,1323.6,466,614.7,701,85.0,1695,11.1,1407,941,706,288,235,False
,meadow,1097523741,30.7,True,OSM-1097523741,823.8,350,1163.6,963,22.6,1549,9.4,962,612,1,587,613,False
,meadow,1097523750,66.7,True,OSM-1097523750,112.4,183,1239.3,999,0.0,1,6.4,315,132,684,314,816,False
,meadow,1097523754,36.3,True,OSM-1097523754,228.8,214,1472.6,1087,247.7,1891,243.7,2008,1794,921,117,873,False
,meadow,1097545199,90.9,True,OSM-1097545199,6041.9,1388,630.0,711,0.3,525,7.5,475,913,236,50,677,False
,meadow,1097545201,33.5,True,OSM-1097545201,6303.2,1418,301.2,551,1.8,709,10.2,1180,238,629,471,867,False
,meadow,1097545203,26.6,True,OSM-1097545203,5855.2,1349,558.1,658,0.0,1,569.7,2189,840,1531,2188,691,False
,meadow,1097545204,37.0,True,OSM-1097545204,5355.6,1268,0.9,108,0.0,1,12.5,1613,345,1505,1612,1160,False
,meadow,1097545205,118.5,True,OSM-1097545205,4336.1,1094,2.5,166,0.0,1,8.2,634,460,468,633,928,False
,meadow,1097545206,25.8,True,OSM-1097545206,4456.7,1107,496.1,632,2.3,789,10.6,1303,196,671,514,475,False
,meadow,1098006711,24.8,True,OSM-1098006711,2002.2,619,18.2,377,10.7,1146,7.7,517,102,140,629,242,False
,meadow,1098006712,116.6,True,OSM-1098006712,1739.8,559,17.3,355,0.0,1,6.5,327,232,28,326,204,False
,meadow,1098006713,42.5,True,OSM-1098006713,3068.0,864,19.1,405,19.9,1460,3.2,93,771,312,1367,459,False
,meadow,1098006714,50.2,True,OSM-1098006714,2982.9,847,97.3,494,20.7,1489,11.1,1407,560,913,82,353,False
,meadow,1098006715,22.0,True,OSM-1098006715,2437.2,709,747.4,776,747.5,2218,10.4,1241,532,465,977,67,False
,meadow,1098006716,87.5,True,OSM-1098006716,783.1,337,1031.4,904,23.8,1563,10.4,1241,904,337,322,567,False
,meadow,1098006717,22.1,True,OSM-1098006717,2349.8,688,1101.3,932,595.2,2147,418.9,2109,1421,1177,38,244,False
,meadow,1098006718,37.4,True,OSM-1098006718,1627.1,534,1499.2,1091,126.7,1773,556.6,2180,1646,1089,407,557,False
,meadow,1098006719,27.8,True,OSM-1098006719,2253.8,665,1442.3,1069,27.3,1586,348.6,2065,1400,996,479,404,False
,meadow,1098006720,52.7,True,OSM-1098006720,1386.1,478,1898.2,1254,0.1,499,9.7,1039,561,215,540,776,False
,meadow,1098006722,20.4,True,OSM-1098006722,2515.9,741,1634.1,1160,2.7,839,12.1,1565,824,405,726,419,False
,meadow,1098006725,60.6,True,OSM-1098006725,2702.3,776,817.0,806,19.4,1429,10.0,1124,348,318,305,30,False
,meadow,1098006726,33.6,True,OSM-1098006726,2878.3,821,652.0,726,418.6,2033,408.9,2097,1276,1371,64,95,False
,meadow,1098006728,45.4,True,OSM-1098006728,4086.5,1058,18.5,388,0.0,1,8.9,802,256,414,801,670,False
,meadow,1098006730,27.4,True,OSM-1098006730,3893.8,1027,610.5,695,0.5,545,9.4,962,65,267,417,332,False
,meadow,1098006731,158.6,True,OSM-1098006731,3363.8,927,708.9,756,1.5,663,8.1,608,319,148,55,171,False
,meadow,1098006732,25.7,True,OSM-1098006732,4504.2,1117,327.3,560,349.1,1976,317.4,2050,933,1490,74,557,False
,meadow,1098066463,69.5,True,OSM-1098066463,5070.6,1211,603.9,689,1.5,663,12.4,1601,390,912,938,522,False
