site_id,dem_tile,dem_tiles_used,slope_samples,mean_slope_deg,p90_slope_deg
OSM-1105627469,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,739,13.516,20.016
OSM-1105750581,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1337,0.525,1.024
OSM-1105750586,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,347,1.659,4.368
OSM-1105750588,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1061,26.069,34.592
OSM-1105750589,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1550,17.307,26.887
OSM-1105753401,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1570,0.768,1.844
OSM-1105760869,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,743,0.602,1.142
OSM-1105760870,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,834,0.574,1.052
OSM-1105807496,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,681,0.563,1.121
OSM-1105807505,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,734,0.437,0.658
OSM-1105810080,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1037,1.741,5.467
OSM-1105810088,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1615,0.463,0.752
OSM-1105810089,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,833,0.341,0.627
OSM-1105810090,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1185,0.282,0.519
OSM-1105812059,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,791,17.948,23.816
OSM-1105812060,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1304,14.385,22.179
OSM-1105812061,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1041,16.16,21.874
OSM-1105812063,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,496,28.17,37.615
OSM-1105812066,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,521,13.192,18.362
OSM-1105812067,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,596,22.314,48.996
OSM-1105812068,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2215,18.547,26.378
OSM-1105813321,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1104,19.897,29.369
OSM-1105817038,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,567,17.278,24.569
OSM-1105825306,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1533,0.521,0.859
OSM-1105825316,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1097,0.737,1.125
OSM-1105825326,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,501,1.117,1.094
OSM-1105827115,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,579,1.301,2.531
OSM-1105923327,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,383,14.254,21.376
OSM-1106033220,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,339,14.463,25.381
OSM-1106033226,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,439,20.662,38.621
OSM-1106033227,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,606,21.642,31.449
OSM-1106033242,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,385,12.47,18.666
OSM-1106078242,Copernicus_DSM_COG_10_S44_00_E172_00_DEM;Copernicus_DSM_COG_10_S44_00_E173_00_DEM,2,1405,19.956,27.224
OSM-1106078243,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,3310,24.524,30.269
OSM-1106078244,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,3928,22.753,30.479
OSM-1106078247,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1113,15.06,22.793
OSM-1106078583,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,770,12.187,18.304
OSM-1106078585,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,511,14.932,20.33
OSM-1106078834,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,949,15.703,24.461
OSM-1106078835,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,914,17.181,26.833
OSM-1106079534,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,712,25.51,33.879
OSM-1106081268,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,366,10.827,15.071
OSM-1106081269,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,665,24.934,29.776
OSM-1106081270,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,1714,23.581,29.9
OSM-1106118997,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,402,11.759,19.174
OSM-1106121769,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,717,21.362,29.236
OSM-1106121771,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,617,11.824,20.309
OSM-1106151300,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,492,13.881,20.076
OSM-1106166169,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,520,13.704,18.549
OSM-1106166175,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,371,23.84,32.679
OSM-1106169049,Copernicus_DSM_COG_10_S44_00_E173_00_DEM,1,476,3.472,7.143
OSM-1106323286,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,440,13.964,19.488
OSM-1106423230,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,4172,19.817,28.633
OSM-1106423237,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1071,19.024,27.053
OSM-1106423247,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,349,16.145,24.076
OSM-1106454531,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,484,14.804,25.072
OSM-1106454532,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,355,19.03,27.06
OSM-1106454534,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,510,15.87,22.43
OSM-1106457484,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,514,20.19,29.035
OSM-1106627390,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,2669,0.771,1.431
OSM-1106627391,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,1850,0.606,0.993
OSM-1106627392,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,492,0.655,1.093
OSM-1106627395,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,1028,0.731,1.001
OSM-1106627396,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,1376,0.689,1.122
OSM-1106627397,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,927,0.602,0.925
OSM-1106627398,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,1104,0.63,1.032
OSM-1106627400,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,1063,0.735,1.123
OSM-1106627401,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,585,0.603,0.974
OSM-1106627402,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,2027,0.641,1.047
OSM-1106627404,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,510,0.582,0.935
OSM-1106627406,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,1034,1.258,3.256
OSM-1106627409,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,371,2.265,6.04
OSM-1106628386,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,635,1.957,4.54
OSM-1106628387,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,743,1.176,2.793
OSM-1106628388,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,810,0.947,2.0
OSM-1106701765,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,635,16.092,24.115
OSM-1106701767,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,995,14.811,24.15
OSM-1106701768,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,454,20.732,28.5
OSM-1106701776,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,737,12.981,23.421
OSM-1106701778,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,804,22.536,29.847
OSM-1106701779,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,464,22.853,28.938
OSM-1106701808,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1427,19.109,26.477
OSM-1106701809,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,330,17.935,26.129
OSM-1106701826,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,693,21.27,27.8
OSM-1106799015,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1591,18.111,32.744
OSM-1106805082,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,735,23.507,29.598
OSM-1106805107,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2658,22.456,29.709
OSM-1106805122,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,411,23.597,30.392
OSM-1106805123,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,801,23.19,32.372
OSM-1106805126,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,536,24.399,31.97
OSM-1106805132,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,412,20.857,28.006
OSM-1106833202,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1238,0.382,0.64
OSM-1106893513,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2227,0.742,1.137
OSM-1106893514,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2313,0.77,1.229
OSM-1106893516,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1726,1.072,2.702
OSM-1106893517,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1717,0.787,1.192
OSM-1106893518,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1451,1.213,2.728
OSM-1106893519,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1023,1.389,2.983
OSM-1106893520,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,515,1.478,4.078
OSM-1106893521,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,525,2.619,7.186
OSM-1106893522,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,375,1.475,3.667
OSM-1106893525,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,617,1.953,3.557
OSM-1106893529,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,3469,1.206,2.458
OSM-1106893534,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,551,1.207,2.792
OSM-1106896735,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,410,0.453,0.79
OSM-1106896736,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,377,0.677,1.417
OSM-1106896737,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1069,0.566,0.986
OSM-1106896738,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,4767,0.607,1.012
OSM-1106896740,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,472,0.445,0.778
OSM-1106896744,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1385,0.465,0.777
OSM-1106896748,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2554,0.458,0.709
OSM-1106936686,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,377,0.315,0.556
OSM-1107086843,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,434,0.484,0.809
OSM-1107086847,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,451,0.303,0.514
OSM-1107086848,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,794,0.531,1.333
OSM-1107087720,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,900,0.45,0.89
OSM-1107087730,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,631,0.418,0.864
OSM-1107087731,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,681,0.404,0.755
OSM-1107087733,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,675,0.582,1.222
OSM-1107087740,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,393,0.806,1.815
OSM-1107203598,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,4523,0.57,0.963
OSM-1107203602,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2224,0.58,1.012
OSM-1107211402,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,616,1.0,2.171
OSM-1107211405,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,480,0.805,1.691
OSM-1107211406,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,450,1.477,3.086
OSM-1107391469,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1137,0.53,1.021
OSM-1107391470,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1208,0.424,0.76
OSM-1107391471,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,905,0.892,1.865
OSM-1107391472,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,573,0.485,0.73
OSM-1107391473,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1013,1.028,2.264
OSM-1107391474,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,617,1.909,5.574
OSM-1107391478,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1766,0.746,1.138
OSM-1107391480,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,449,0.68,1.134
OSM-1107391481,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,789,0.467,0.759
OSM-1107399147,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,394,0.389,0.68
OSM-1107443280,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,804,1.976,6.821
OSM-1107443281,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,543,1.718,6.021
OSM-1107443284,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,466,0.856,2.176
OSM-1107443285,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1244,0.877,2.072
OSM-1107443286,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,965,0.434,0.825
OSM-1107443287,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1016,0.572,1.174
OSM-1107443289,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,443,0.435,0.8
OSM-1107444264,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,955,0.702,0.997
OSM-1107444265,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,399,0.575,0.902
OSM-1107444269,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,547,0.72,1.656
OSM-1107445935,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1331,0.47,0.768
OSM-1107584568,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,630,1.067,2.391
OSM-1107584575,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,596,1.491,3.547
OSM-1107707986,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,447,0.94,2.304
OSM-1112683339,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,434,0.939,2.297
OSM-1112683340,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1485,0.563,0.894
OSM-1115206447,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,598,0.655,1.202
OSM-1115575538,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,592,0.729,1.743
OSM-1124881277,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,800,0.646,1.171
OSM-1176699043,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1816,1.216,3.314
OSM-1221896585,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1068,0.994,2.437
OSM-1375323189,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1164,1.574,3.26
OSM-1375323190,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,474,1.598,3.192
OSM-1379870338,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,366,0.631,0.913
OSM-1379870339,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,403,0.592,0.861
OSM-1419668701,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,1454,0.678,1.145
OSM-1419668702,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,690,0.666,1.077
OSM-1419668708,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,692,0.676,0.944
OSM-1419668711,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,410,0.734,1.226
OSM-1419668719,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,1117,0.663,1.015
OSM-1419668746,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,468,0.684,1.139
OSM-1419668751,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,1128,0.496,0.807
OSM-1419668753,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,1006,0.472,0.773
OSM-1419668754,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,1118,0.545,0.831
OSM-1419668757,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,1486,0.55,0.908
OSM-1419668758,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,1303,0.485,0.79
OSM-1419668759,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,1430,0.531,0.819
OSM-1419668760,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,1041,0.767,0.935
OSM-144175434,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,759,1.849,4.309
OSM-1442514369,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,734,1.373,3.827
OSM-1453758016,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2181,0.747,1.273
OSM-1467679634,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1412,1.04,1.806
OSM-1467679635,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,633,1.004,1.795
OSM-1467679636,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1233,1.253,2.322
OSM-1467881019,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,426,1.116,1.688
OSM-1467881020,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,415,2.659,10.694
OSM-1467881021,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,370,1.197,3.502
OSM-1467881022,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,809,1.082,3.159
OSM-1467881023,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,654,0.6,1.321
OSM-1467881024,Copernicus_DSM_COG_10_S45_00_E171_00_DEM,1,795,1.351,2.261
OSM-1468063750,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,530,1.011,1.727
OSM-1468063751,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1248,1.097,1.865
OSM-1468063758,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,449,1.003,1.596
OSM-1468449500,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1900,0.981,1.873
OSM-1468449501,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,662,0.726,1.202
OSM-1468449503,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1102,0.994,1.521
OSM-1468449517,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,380,0.834,1.488
OSM-1468449520,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2695,0.892,1.32
OSM-1468449528,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,770,1.97,5.323
OSM-1468449531,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,3498,0.731,1.213
OSM-1468449556,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,443,0.803,1.437
OSM-1468790281,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,840,0.88,1.551
OSM-1468790282,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,845,0.648,1.006
OSM-1468790283,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,970,0.943,1.706
OSM-1468790284,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1554,0.732,1.188
OSM-1468790287,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,549,0.79,1.276
OSM-1468790290,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2037,0.656,1.079
OSM-1468790293,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1088,1.19,2.546
OSM-1468790294,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,350,0.93,1.861
OSM-1468790295,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,435,0.775,1.39
OSM-1468790314,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,901,0.717,1.235
OSM-1468790316,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,375,0.844,1.61
OSM-1468878948,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,996,2.917,6.576
OSM-1468878953,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2625,1.077,1.987
OSM-1468878954,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,423,1.075,1.664
OSM-1468878955,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,496,0.619,1.08
OSM-1468878956,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1223,0.791,1.146
OSM-1468878957,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,6402,3.148,7.609
OSM-1468878965,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,919,3.154,6.89
OSM-1468878967,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1061,3.269,7.886
OSM-1468953812,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,434,3.392,8.739
OSM-1468953814,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1480,3.378,8.062
OSM-1468953821,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1377,4.041,9.428
OSM-1468953822,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,428,1.305,2.494
OSM-1468953824,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,368,4.127,11.617
OSM-1468953827,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,366,3.895,8.676
OSM-1468953829,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1035,3.943,9.592
OSM-1468953830,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1363,0.874,1.189
OSM-1468953831,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1113,0.821,1.223
OSM-1468953832,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1296,0.997,1.351
OSM-1468953833,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,983,2.021,7.248
OSM-1468953834,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,478,0.663,1.042
OSM-1468953836,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,624,0.65,1.043
OSM-1468953837,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1601,0.967,1.334
OSM-1469181660,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2779,0.574,0.913
OSM-1469181661,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1535,0.728,1.117
OSM-1469181662,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2791,0.865,1.64
OSM-1469181674,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,438,0.869,1.102
OSM-1469181675,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,884,0.681,1.127
OSM-1469181677,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,419,0.545,0.901
OSM-1469181684,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1224,0.843,1.787
OSM-1469181685,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,644,0.625,1.265
OSM-1469181690,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1296,0.863,1.567
OSM-1469181691,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,915,1.235,2.811
OSM-1469181693,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,538,1.36,3.67
OSM-1469181695,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,356,0.48,0.807
OSM-1469233848,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1765,1.135,2.049
OSM-1469233856,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,384,1.67,3.545
OSM-1469233857,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,355,1.15,2.37
OSM-1469233880,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,429,1.324,2.634
OSM-1469233885,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,943,0.805,1.521
OSM-1469233898,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,505,1.252,2.858
OSM-1469233901,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,493,1.592,3.106
OSM-1469233902,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,561,2.418,4.065
OSM-1469233904,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,559,1.698,5.166
OSM-1469233912,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,641,1.604,2.74
OSM-1469233913,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,897,1.896,3.333
OSM-1469233920,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1085,2.765,5.631
OSM-1469233924,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,615,2.199,3.917
OSM-1469310871,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,468,0.785,1.59
OSM-1469310892,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,467,0.882,1.709
OSM-1469598565,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,328,0.867,1.768
OSM-1469598606,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,441,0.856,1.708
OSM-1469598607,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,418,1.219,2.563
OSM-1469598649,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,354,1.711,5.544
OSM-1469599341,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,516,0.835,1.62
OSM-1469599342,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,342,1.635,3.766
OSM-1471485133,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,3431,0.778,1.369
OSM-1471485134,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,727,0.598,0.929
OSM-1471485138,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,961,0.699,1.228
OSM-1471485143,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2342,0.61,0.891
OSM-1471485165,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2483,0.58,0.886
OSM-1471485167,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,340,0.702,1.058
OSM-1471485168,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1665,0.571,0.927
OSM-1471485182,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,822,0.869,1.268
OSM-1472735058,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,944,0.561,0.854
OSM-1472735059,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,428,0.832,1.204
OSM-1472735060,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,714,0.628,0.942
OSM-1472735090,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,451,0.653,1.162
OSM-1472735093,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,955,0.652,0.9
OSM-1472735094,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,396,0.758,0.973
